timestamp,crop_type,growth_stage,soil_moisture,air_humidity,temperature,irrigated
2026-07-02 03:00:00,okra,flowering,47.2,99.0,19.0,1
2026-07-02 03:00:00,chili,flowering,255.0,99.0,21.5,0
2026-07-02 04:00:00,tomato,seedling,54.4,95.1,21.1,0
2026-07-02 04:00:00,chili,flowering,58.9,95.0,20.8,0
2026-07-02 04:00:00,okra,seedling,48.3,99.0,20.4,0
2026-07-02 05:00:00,chili,fruiting,55.8,99.0,22.4,0
2026-07-02 05:00:00,tomato,seedling,52.3,88.9,21.8,0
2026-07-02 05:00:00,okra,fruiting,47.3,99.0,21.1,0
2026-07-02 06:00:00,chili,flowering,53.9,99.0,20.4,0
2026-07-02 06:00:00,okra,fruiting,57.8,99.0,20.8,1
2026-07-02 06:00:00,tomato,flowering,68.9,92.6,21.0,1
2026-07-02 07:00:00,okra,vegetative,55.2,97.8,23.5,0
2026-07-02 07:00:00,chili,fruiting,55.5,97.1,22.6,0
2026-07-02 07:00:00,tomato,vegetative,67.8,87.0,24.9,0
2026-07-02 08:00:00,okra,seedling,59.9,92.6,24.0,0
2026-07-02 08:00:00,tomato,flowering,67.0,95.7,24.7,0
2026-07-02 08:00:00,chili,seedling,55.4,85.9,24.5,0
2026-07-02 09:00:00,chili,seedling,53.6,78.1,28.1,0
2026-07-02 09:00:00,tomato,seedling,69.5,86.1,24.6,0
2026-07-02 09:00:00,okra,seedling,59.3,83.5,27.0,0
2026-07-02 10:00:00,chili,seedling,47.1,82.2,26.5,0
2026-07-02 10:00:00,tomato,seedling,67.3,88.5,25.9,0
2026-07-02 10:00:00,okra,vegetative,57.9,95.1,27.2,0
2026-07-02 11:00:00,chili,seedling,45.5,71.7,30.5,0
2026-07-02 11:00:00,okra,flowering,54.9,84.1,27.9,0
2026-07-02 11:00:00,tomato,fruiting,63.6,79.1,29.4,0
2026-07-02 12:00:00,chili,vegetative,44.1,80.9,30.2,0
2026-07-02 12:00:00,tomato,fruiting,69.7,65.8,30.7,0
2026-07-02 12:00:00,okra,vegetative,54.1,76.2,30.2,0
2026-07-02 13:00:00,chili,seedling,41.5,72.8,31.2,0
2026-07-02 13:00:00,tomato,vegetative,66.4,67.8,30.7,0
2026-07-02 13:00:00,okra,fruiting,53.4,68.9,31.9,0
2026-07-02 14:00:00,tomato,vegetative,67.9,66.3,32.0,0
2026-07-02 14:00:00,chili,flowering,39.4,69.1,33.0,0
2026-07-02 14:00:00,okra,flowering,53.9,67.7,30.9,0
2026-07-02 15:00:00,tomato,seedling,65.5,76.0,31.9,0
2026-07-02 15:00:00,okra,fruiting,54.2,65.5,33.6,0
2026-07-02 15:00:00,chili,fruiting,38.8,72.5,31.3,0
2026-07-02 16:00:00,chili,vegetative,49.9,50.1,33.6,1
2026-07-02 16:00:00,okra,vegetative,56.1,48.9,35.2,0
2026-07-02 16:00:00,tomato,seedling,66.7,63.5,31.2,0
2026-07-02 17:00:00,okra,vegetative,52.8,71.8,29.9,0
2026-07-02 17:00:00,chili,flowering,48.0,69.9,29.4,0
2026-07-02 17:00:00,tomato,flowering,70.9,76.6,30.2,0
2026-07-02 18:00:00,okra,flowering,52.4,74.5,30.3,0
2026-07-02 18:00:00,tomato,fruiting,72.0,70.1,30.7,0
2026-07-02 18:00:00,chili,fruiting,53.0,63.7,32.4,0
2026-07-02 19:00:00,okra,seedling,50.3,69.5,31.5,0
2026-07-02 19:00:00,chili,flowering,47.0,71.4,28.9,0
2026-07-02 19:00:00,tomato,fruiting,71.9,71.5,28.5,0
2026-07-02 20:00:00,okra,fruiting,46.5,86.7,25.5,0
2026-07-02 20:00:00,tomato,seedling,71.1,75.5,29.4,0
2026-07-02 20:00:00,chili,seedling,41.8,83.8,26.6,0
2026-07-02 21:00:00,okra,vegetative,50.4,100.0,26.7,0
2026-07-02 21:00:00,tomato,flowering,73.2,82.2,26.3,0
2026-07-02 21:00:00,chili,flowering,47.3,77.9,27.0,1
2026-07-02 22:00:00,chili,fruiting,42.7,92.6,24.1,0
2026-07-02 22:00:00,tomato,fruiting,73.1,85.0,26.3,0
2026-07-02 22:00:00,okra,flowering,46.7,90.4,24.5,0
2026-07-02 23:00:00,tomato,seedling,76.0,86.9,25.1,0
2026-07-02 23:00:00,okra,vegetative,45.5,90.7,22.7,0
2026-07-02 23:00:00,chili,fruiting,45.3,89.1,24.2,0
2026-07-03 00:00:00,chili,seedling,48.9,84.5,24.1,0
2026-07-03 00:00:00,okra,seedling,59.1,99.0,21.9,1
2026-07-03 00:00:00,tomato,vegetative,78.5,97.2,20.4,0
2026-07-03 01:00:00,chili,seedling,45.1,99.0,19.2,0
2026-07-03 01:00:00,okra,fruiting,59.0,96.2,21.5,0
2026-07-03 01:00:00,tomato,fruiting,77.2,99.0,20.6,0
2026-07-03 02:00:00,tomato,fruiting,76.3,89.8,21.0,0
2026-07-03 02:00:00,chili,seedling,43.6,99.0,19.4,0
2026-07-03 02:00:00,okra,seedling,60.2,99.0,21.8,0
2026-07-03 03:00:00,okra,seedling,59.1,99.0,19.9,0
2026-07-03 03:00:00,chili,seedling,48.1,99.0,20.4,0
2026-07-03 03:00:00,tomato,flowering,72.0,99.0,18.9,0
2026-07-03 04:00:00,chili,seedling,46.5,91.7,19.3,0
2026-07-03 04:00:00,tomato,seedling,67.5,99.0,20.2,0
2026-07-03 04:00:00,okra,flowering,58.1,99.0,19.3,0
2026-07-03 05:00:00,tomato,vegetative,67.7,95.0,22.4,0
2026-07-03 05:00:00,okra,fruiting,57.5,99.0,21.0,0
2026-07-03 05:00:00,chili,seedling,39.6,99.0,19.4,0
2026-07-03 06:00:00,tomato,flowering,65.9,97.7,22.0,0
2026-07-03 06:00:00,okra,flowering,57.0,90.6,22.3,0
2026-07-03 06:00:00,chili,seedling,-1.0,99.0,22.3,0
2026-07-03 07:00:00,tomato,seedling,65.3,94.3,26.0,0
2026-07-03 07:00:00,chili,vegetative,54.0,98.9,22.3,1
2026-07-03 07:00:00,okra,flowering,53.5,97.6,21.7,0
2026-07-03 08:00:00,chili,fruiting,50.0,94.4,23.0,0
2026-07-03 08:00:00,tomato,flowering,63.3,92.0,22.7,0
2026-07-03 08:00:00,okra,flowering,50.0,96.9,24.1,0
2026-07-03 09:00:00,okra,flowering,51.2,80.1,26.6,0
2026-07-03 09:00:00,tomato,seedling,60.3,76.6,25.2,0
2026-07-03 09:00:00,chili,flowering,48.8,86.0,26.7,0
2026-07-03 10:00:00,okra,vegetative,48.1,86.4,27.5,0
2026-07-03 10:00:00,chili,vegetative,50.8,92.4,26.4,0
2026-07-03 10:00:00,tomato,fruiting,56.5,77.9,26.9,0
2026-07-03 11:00:00,chili,vegetative,49.8,68.4,,0
2026-07-03 11:00:00,okra,fruiting,48.6,89.7,26.1,0
2026-07-03 11:00:00,tomato,fruiting,51.6,61.9,31.6,0
2026-07-03 12:00:00,chili,vegetative,44.7,76.4,31.4,0
2026-07-03 12:00:00,tomato,vegetative,55.0,56.0,33.7,0
2026-07-03 12:00:00,okra,flowering,48.2,76.8,30.5,0
2026-07-03 13:00:00,okra,fruiting,45.1,67.9,31.4,0
2026-07-03 13:00:00,chili,flowering,41.7,75.5,30.4,0
2026-07-03 13:00:00,tomato,seedling,58.1,71.7,30.0,0
2026-07-03 14:00:00,tomato,flowering,58.0,68.3,31.3,0
2026-07-03 14:00:00,chili,fruiting,-1.0,74.3,31.2,0
2026-07-03 14:00:00,okra,flowering,45.8,64.4,32.5,0
2026-07-03 15:00:00,chili,seedling,42.5,66.6,31.9,0
2026-07-03 15:00:00,okra,fruiting,45.7,74.1,30.7,0
2026-07-03 15:00:00,tomato,seedling,56.1,63.4,32.3,0
2026-07-03 16:00:00,okra,vegetative,60.5,72.3,28.1,1
2026-07-03 16:00:00,tomato,flowering,57.5,68.8,32.0,0
2026-07-03 16:00:00,chili,fruiting,62.4,68.2,32.6,1
2026-07-03 17:00:00,okra,vegetative,255.0,74.9,31.2,0
2026-07-03 17:00:00,tomato,fruiting,70.2,67.8,31.6,1
2026-07-03 17:00:00,chili,vegetative,62.2,71.8,30.4,0
2026-07-03 18:00:00,chili,seedling,65.0,69.9,30.7,0
2026-07-03 18:00:00,okra,flowering,62.4,74.5,30.7,0
2026-07-03 18:00:00,tomato,seedling,69.9,69.5,29.3,0
2026-07-03 19:00:00,tomato,seedling,69.9,86.9,26.9,0
2026-07-03 19:00:00,okra,flowering,57.2,80.1,29.5,0
2026-07-03 19:00:00,chili,fruiting,58.8,73.4,30.0,0
2026-07-03 20:00:00,tomato,flowering,66.0,83.4,27.0,0
2026-07-03 20:00:00,okra,flowering,54.9,80.8,29.0,0
2026-07-03 20:00:00,chili,seedling,54.3,90.4,27.5,0
2026-07-03 21:00:00,tomato,fruiting,64.5,86.7,25.7,0
2026-07-03 21:00:00,chili,vegetative,52.0,75.8,25.5,0
2026-07-03 21:00:00,okra,fruiting,52.5,83.7,25.6,0
2026-07-03 22:00:00,okra,fruiting,44.4,93.1,23.9,0
2026-07-03 22:00:00,tomato,seedling,56.9,91.4,24.2,0
2026-07-03 22:00:00,chili,fruiting,52.9,92.0,22.6,0
2026-07-03 23:00:00,tomato,seedling,51.3,99.0,23.4,0
2026-07-03 23:00:00,okra,vegetative,53.7,90.7,24.5,1
2026-07-03 23:00:00,chili,flowering,51.8,99.0,20.5,0
2026-07-04 00:00:00,chili,fruiting,50.0,99.0,18.8,0
2026-07-04 00:00:00,okra,fruiting,55.9,99.0,21.8,0
2026-07-04 00:00:00,tomato,seedling,52.3,98.6,21.4,0
2026-07-04 01:00:00,chili,vegetative,47.9,99.0,19.4,0
2026-07-04 01:00:00,okra,vegetative,55.8,91.2,23.5,0
2026-07-04 01:00:00,tomato,vegetative,54.3,99.0,21.5,0
2026-07-04 02:00:00,okra,seedling,57.7,98.3,21.6,0
2026-07-04 02:00:00,tomato,flowering,54.2,98.3,22.3,0
2026-07-04 02:00:00,chili,fruiting,47.7,99.0,20.9,0
2026-07-04 03:00:00,okra,seedling,51.0,98.6,21.8,0
2026-07-04 03:00:00,tomato,flowering,53.2,99.0,19.2,0
2026-07-04 03:00:00,chili,flowering,42.8,94.9,21.4,0
2026-07-04 04:00:00,okra,seedling,47.5,99.0,18.3,0
2026-07-04 04:00:00,tomato,flowering,53.9,99.0,20.0,0
2026-07-04 04:00:00,chili,fruiting,41.6,99.0,18.3,0
2026-07-04 05:00:00,tomato,flowering,54.5,99.0,18.9,0
2026-07-04 05:00:00,okra,seedling,46.5,94.8,24.1,0
2026-07-04 05:00:00,chili,flowering,36.4,99.0,20.7,0
2026-07-04 06:00:00,chili,seedling,52.3,95.9,22.8,1
2026-07-04 06:00:00,tomato,fruiting,52.1,,23.6,0
2026-07-04 06:00:00,okra,flowering,47.4,91.5,23.5,0
2026-07-04 07:00:00,tomato,fruiting,66.6,95.0,21.5,1
2026-07-04 07:00:00,okra,seedling,48.2,96.6,21.8,0
2026-07-04 07:00:00,chili,seedling,52.7,100.0,26.3,0
2026-07-04 08:00:00,tomato,fruiting,66.9,99.0,21.7,0
2026-07-04 08:00:00,chili,vegetative,52.6,85.4,25.0,0
2026-07-04 08:00:00,okra,flowering,50.8,90.2,25.3,0
2026-07-04 09:00:00,okra,fruiting,50.1,78.3,24.6,0
2026-07-04 09:00:00,tomato,fruiting,69.7,89.5,23.5,0
2026-07-04 09:00:00,chili,fruiting,52.2,92.2,25.1,0
2026-07-04 10:00:00,okra,fruiting,49.7,83.8,29.0,0
2026-07-04 10:00:00,tomato,fruiting,64.6,76.9,29.3,0
2026-07-04 10:00:00,chili,seedling,50.4,71.9,28.2,0
2026-07-04 11:00:00,tomato,fruiting,65.4,73.3,30.3,0
2026-07-04 11:00:00,okra,fruiting,47.6,86.9,29.6,0
2026-07-04 11:00:00,chili,fruiting,50.3,74.8,28.5,0
2026-07-04 12:00:00,tomato,fruiting,64.9,74.6,29.2,0
2026-07-04 12:00:00,okra,fruiting,49.2,69.3,29.8,0
2026-07-04 12:00:00,chili,vegetative,48.5,78.2,29.8,0
2026-07-04 13:00:00,okra,seedling,47.4,77.8,31.1,0
2026-07-04 13:00:00,tomato,seedling,66.2,72.6,29.9,0
2026-07-04 13:00:00,chili,vegetative,46.3,62.4,31.6,0
2026-07-04 14:00:00,chili,flowering,48.2,56.6,32.9,0
2026-07-04 14:00:00,tomato,seedling,63.1,71.6,30.8,0
2026-07-04 14:00:00,okra,seedling,57.7,62.3,32.4,1
2026-07-04 15:00:00,chili,fruiting,43.0,68.9,32.0,0
2026-07-04 15:00:00,tomato,vegetative,65.3,68.1,33.0,0
2026-07-04 15:00:00,okra,fruiting,58.5,69.9,30.2,0
2026-07-04 16:00:00,chili,vegetative,57.1,73.9,32.1,1
2026-07-04 16:00:00,tomato,seedling,69.9,58.3,31.5,0
2026-07-04 16:00:00,okra,flowering,55.7,76.7,29.9,0
2026-07-04 17:00:00,chili,vegetative,55.5,76.2,29.1,0
2026-07-04 17:00:00,okra,fruiting,49.6,58.6,32.0,0
2026-07-04 17:00:00,tomato,flowering,69.0,56.7,32.8,0
2026-07-04 18:00:00,okra,fruiting,46.2,74.2,28.9,0
2026-07-04 18:00:00,tomato,flowering,63.8,77.3,29.3,0
2026-07-04 18:00:00,chili,fruiting,51.6,66.5,30.6,0
2026-07-04 19:00:00,tomato,fruiting,59.0,84.6,26.2,0
2026-07-04 19:00:00,chili,flowering,49.0,65.0,29.6,0
2026-07-04 19:00:00,okra,flowering,46.5,82.5,28.5,0
2026-07-04 20:00:00,tomato,flowering,59.0,78.5,28.4,0
2026-07-04 20:00:00,chili,seedling,49.3,,27.3,0
2026-07-04 20:00:00,okra,fruiting,43.5,75.2,26.5,0
2026-07-04 21:00:00,chili,seedling,47.3,83.3,25.8,0
2026-07-04 21:00:00,tomato,fruiting,59.1,86.6,25.2,0
2026-07-04 21:00:00,okra,flowering,48.6,82.4,25.4,1
2026-07-04 22:00:00,tomato,seedling,59.9,93.7,24.0,0
2026-07-04 22:00:00,okra,vegetative,43.8,92.4,25.8,0
2026-07-04 22:00:00,chili,fruiting,47.9,92.0,24.8,0
2026-07-04 23:00:00,okra,vegetative,44.2,93.1,20.2,0
2026-07-04 23:00:00,chili,seedling,45.6,78.1,25.7,0
2026-07-04 23:00:00,tomato,seedling,60.8,94.7,20.6,0
2026-07-05 00:00:00,chili,flowering,47.8,99.0,20.7,0
2026-07-05 00:00:00,tomato,seedling,53.8,99.0,20.9,0
2026-07-05 00:00:00,okra,seedling,46.8,99.0,21.2,0
2026-07-05 01:00:00,okra,vegetative,44.2,99.0,20.8,0
2026-07-05 01:00:00,chili,fruiting,46.7,99.0,20.5,0
2026-07-05 01:00:00,tomato,fruiting,55.3,95.5,22.4,0
2026-07-05 02:00:00,chili,fruiting,49.0,97.2,20.4,0
2026-07-05 02:00:00,okra,fruiting,45.6,99.0,19.0,0
2026-07-05 02:00:00,tomato,seedling,54.3,99.0,19.2,0
2026-07-05 03:00:00,okra,fruiting,41.9,99.0,20.3,0
2026-07-05 03:00:00,chili,seedling,49.4,99.0,20.9,0
2026-07-05 03:00:00,tomato,seedling,52.2,99.0,21.0,0
2026-07-05 04:00:00,chili,fruiting,46.1,99.0,18.2,0
2026-07-05 04:00:00,tomato,vegetative,52.0,99.0,19.0,0
2026-07-05 04:00:00,okra,flowering,59.1,95.5,20.9,1
2026-07-05 05:00:00,tomato,flowering,53.1,99.0,20.1,0
2026-07-05 05:00:00,chili,vegetative,-1.0,99.0,19.3,0
2026-07-05 05:00:00,okra,vegetative,56.9,99.0,20.3,0
2026-07-05 06:00:00,okra,seedling,54.4,99.0,21.3,0
2026-07-05 06:00:00,tomato,seedling,61.8,95.2,22.3,1
2026-07-05 06:00:00,chili,flowering,47.7,,20.1,1
2026-07-05 07:00:00,chili,fruiting,50.3,92.1,22.6,0
2026-07-05 07:00:00,okra,flowering,53.4,87.4,24.2,0
2026-07-05 07:00:00,tomato,fruiting,59.7,99.0,21.2,0
2026-07-05 08:00:00,chili,vegetative,50.4,88.1,24.3,0
2026-07-05 08:00:00,okra,seedling,47.4,87.6,22.9,0
2026-07-05 08:00:00,tomato,fruiting,61.3,87.6,24.9,0
2026-07-05 09:00:00,okra,seedling,58.2,85.6,25.1,1
2026-07-05 09:00:00,tomato,vegetative,65.3,85.6,26.1,0
2026-07-05 09:00:00,chili,flowering,54.9,93.6,26.1,0
2026-07-05 10:00:00,tomato,seedling,62.0,79.0,28.0,0
2026-07-05 10:00:00,chili,flowering,56.1,78.7,26.7,0
2026-07-05 10:00:00,okra,seedling,57.0,79.8,27.0,0
2026-07-05 11:00:00,okra,fruiting,53.5,65.7,29.0,0
2026-07-05 11:00:00,tomato,vegetative,56.8,77.9,26.5,0
2026-07-05 11:00:00,chili,fruiting,55.0,73.8,,0
2026-07-05 12:00:00,tomato,vegetative,54.9,70.8,32.6,0
2026-07-05 12:00:00,okra,seedling,54.2,82.4,29.9,0
2026-07-05 12:00:00,chili,seedling,49.4,77.5,30.4,0
2026-07-05 13:00:00,tomato,flowering,52.6,71.4,30.9,0
2026-07-05 13:00:00,chili,flowering,47.7,80.5,31.0,0
2026-07-05 13:00:00,okra,fruiting,53.0,69.2,31.1,0
2026-07-05 14:00:00,tomato,flowering,50.6,58.1,33.1,0
2026-07-05 14:00:00,okra,vegetative,53.9,62.6,33.4,0
2026-07-05 14:00:00,chili,seedling,45.5,63.7,33.8,0
2026-07-05 15:00:00,tomato,vegetative,50.0,62.3,33.7,0
2026-07-05 15:00:00,chili,fruiting,45.2,60.2,32.9,0
2026-07-05 15:00:00,okra,seedling,54.6,75.2,31.1,0
2026-07-05 16:00:00,okra,fruiting,53.1,72.8,29.2,0
2026-07-05 16:00:00,chili,vegetative,40.5,67.3,32.2,0
2026-07-05 16:00:00,tomato,vegetative,67.0,64.3,31.6,1
2026-07-05 17:00:00,chili,seedling,55.6,71.5,29.9,1
2026-07-05 17:00:00,tomato,vegetative,67.3,72.4,32.0,0
2026-07-05 17:00:00,okra,seedling,255.0,68.2,32.4,0
2026-07-05 18:00:00,chili,vegetative,51.5,63.8,31.1,0
2026-07-05 18:00:00,tomato,seedling,65.4,,30.8,0
2026-07-05 18:00:00,okra,vegetative,53.6,68.6,32.1,0
2026-07-05 19:00:00,okra,vegetative,50.9,70.9,31.0,0
2026-07-05 19:00:00,tomato,flowering,63.4,75.7,26.6,0
2026-07-05 19:00:00,chili,seedling,53.6,73.8,29.4,0
2026-07-05 20:00:00,okra,vegetative,50.0,82.5,26.8,0
2026-07-05 20:00:00,chili,vegetative,47.2,90.5,27.5,0
2026-07-05 20:00:00,tomato,flowering,64.4,75.4,26.7,0
2026-07-05 21:00:00,okra,flowering,44.5,94.7,25.7,0
2026-07-05 21:00:00,chili,seedling,47.3,71.8,27.1,0
2026-07-05 21:00:00,tomato,fruiting,69.3,80.6,26.5,0
2026-07-05 22:00:00,tomato,flowering,64.2,91.2,24.1,0
2026-07-05 22:00:00,okra,fruiting,53.3,86.3,26.7,1
2026-07-05 22:00:00,chili,seedling,46.7,98.8,23.6,0
2026-07-05 23:00:00,okra,vegetative,50.7,92.6,24.4,0
2026-07-05 23:00:00,tomato,seedling,63.8,88.2,23.8,0
2026-07-05 23:00:00,chili,fruiting,42.3,99.0,19.7,0
2026-07-06 00:00:00,okra,vegetative,49.9,99.0,21.5,0
2026-07-06 00:00:00,chili,flowering,40.0,99.0,23.1,0
2026-07-06 00:00:00,tomato,flowering,66.7,96.8,20.6,0
2026-07-06 01:00:00,okra,seedling,50.2,99.0,21.6,0
2026-07-06 01:00:00,tomato,seedling,69.0,99.0,20.3,0
2026-07-06 01:00:00,chili,vegetative,40.4,99.0,21.5,0
2026-07-06 02:00:00,okra,seedling,48.2,99.0,21.1,0
2026-07-06 02:00:00,chili,fruiting,54.7,90.4,22.6,1
2026-07-06 02:00:00,tomato,seedling,68.4,94.9,22.1,0
2026-07-06 03:00:00,chili,fruiting,57.3,99.0,19.7,0
2026-07-06 03:00:00,okra,seedling,52.1,99.0,17.9,0
2026-07-06 03:00:00,tomato,fruiting,68.4,99.0,18.1,0
2026-07-06 04:00:00,okra,seedling,50.6,93.5,19.7,0
2026-07-06 04:00:00,tomato,fruiting,70.0,99.0,17.3,0
2026-07-06 04:00:00,chili,fruiting,55.9,96.3,21.8,0
2026-07-06 05:00:00,okra,vegetative,63.2,99.0,21.8,1
2026-07-06 05:00:00,chili,flowering,56.0,91.3,21.3,0
2026-07-06 05:00:00,tomato,fruiting,69.5,99.0,20.6,0
2026-07-06 06:00:00,okra,fruiting,62.1,99.0,23.4,0
2026-07-06 06:00:00,tomato,fruiting,68.8,99.0,20.5,0
2026-07-06 06:00:00,chili,flowering,53.4,92.2,21.3,0
2026-07-06 07:00:00,chili,seedling,255.0,90.4,24.0,0
2026-07-06 07:00:00,okra,flowering,61.4,83.4,23.5,0
2026-07-06 07:00:00,tomato,fruiting,69.0,99.0,23.4,0
2026-07-06 08:00:00,okra,flowering,65.9,94.7,25.2,0
2026-07-06 08:00:00,tomato,flowering,67.0,87.2,23.5,0
2026-07-06 08:00:00,chili,fruiting,53.3,86.9,23.5,0
2026-07-06 09:00:00,chili,vegetative,49.2,88.1,26.2,0
2026-07-06 09:00:00,tomato,vegetative,64.5,87.8,24.9,0
2026-07-06 09:00:00,okra,flowering,65.6,83.1,25.0,0
2026-07-06 10:00:00,okra,fruiting,67.9,88.7,26.4,0
2026-07-06 10:00:00,tomato,vegetative,63.4,87.6,26.6,0
2026-07-06 10:00:00,chili,flowering,48.0,82.8,27.3,0
2026-07-06 11:00:00,tomato,seedling,60.6,75.0,29.7,0
2026-07-06 11:00:00,okra,flowering,67.8,72.8,30.2,0
2026-07-06 11:00:00,chili,fruiting,43.7,81.0,29.0,0
2026-07-06 12:00:00,okra,seedling,67.4,65.9,31.0,0
2026-07-06 12:00:00,tomato,flowering,59.2,66.8,30.6,0
2026-07-06 12:00:00,chili,fruiting,43.3,100.0,31.7,0
2026-07-06 13:00:00,chili,seedling,41.8,63.5,29.3,0
2026-07-06 13:00:00,tomato,fruiting,61.4,63.7,32.7,0
2026-07-06 13:00:00,okra,vegetative,68.0,71.1,29.3,0
2026-07-06 14:00:00,tomato,seedling,54.1,70.3,30.4,0
2026-07-06 14:00:00,okra,vegetative,67.5,79.7,29.5,0
2026-07-06 14:00:00,chili,flowering,38.2,62.3,31.2,0
2026-07-06 15:00:00,chili,flowering,54.4,67.9,32.5,1
2026-07-06 15:00:00,okra,fruiting,66.1,72.2,32.2,0
2026-07-06 15:00:00,tomato,seedling,57.9,67.0,30.6,0
2026-07-06 16:00:00,okra,vegetative,62.4,72.5,31.6,0
2026-07-06 16:00:00,tomato,fruiting,60.8,73.3,30.3,0
2026-07-06 16:00:00,chili,vegetative,57.1,71.2,30.5,0
2026-07-06 17:00:00,okra,vegetative,63.2,69.6,30.5,0
2026-07-06 17:00:00,chili,vegetative,52.4,77.3,30.8,0
2026-07-06 17:00:00,tomato,flowering,58.5,69.0,29.2,0
2026-07-06 18:00:00,tomato,seedling,56.0,70.6,31.2,0
2026-07-06 18:00:00,okra,flowering,60.3,77.0,30.2,0
2026-07-06 18:00:00,chili,flowering,51.7,71.1,30.0,0
2026-07-06 19:00:00,okra,flowering,57.4,86.1,28.2,0
