timestamp,crop_type,growth_stage,soil_moisture,air_humidity,temperature,irrigate
2026-07-03 10:00:00,chili,vegetative,60.2,63.1,30.0,0
2026-07-03 11:00:00,chili,fruiting,57.2,67.2,32.1,0
2026-07-03 12:00:00,chili,flowering,56.5,83.5,31.0,0
2026-07-03 13:00:00,chili,vegetative,52.9,65.3,32.7,0
2026-07-03 14:00:00,chili,seedling,48.1,74.0,32.6,0
2026-07-03 15:00:00,chili,vegetative,47.8,63.6,35.3,1
2026-07-03 16:00:00,chili,flowering,60.6,69.4,35.3,0
2026-07-03 17:00:00,chili,fruiting,59.5,66.9,32.5,0
2026-07-03 18:00:00,chili,vegetative,57.7,63.7,30.1,0
2026-07-03 19:00:00,chili,fruiting,54.5,56.5,31.0,0
2026-07-03 20:00:00,chili,flowering,49.6,82.2,28.5,0
2026-07-03 21:00:00,chili,seedling,46.0,79.4,28.9,0
2026-07-03 22:00:00,chili,vegetative,42.2,67.1,25.8,0
2026-07-03 23:00:00,chili,flowering,38.4,95.6,24.5,1
2026-07-04 00:00:00,chili,vegetative,47.3,98.0,21.9,0
2026-07-04 01:00:00,chili,seedling,44.2,91.7,22.4,1
2026-07-04 02:00:00,chili,fruiting,53.6,89.4,21.3,1
2026-07-04 03:00:00,chili,flowering,62.2,94.9,21.4,0
2026-07-04 04:00:00,chili,flowering,62.0,88.1,24.3,0
2026-07-04 05:00:00,chili,seedling,59.1,78.9,23.0,0
2026-07-04 06:00:00,chili,fruiting,63.3,96.5,24.3,0
2026-07-04 07:00:00,chili,flowering,61.8,86.0,24.6,0
2026-07-04 08:00:00,chili,vegetative,57.1,87.7,25.3,1
2026-07-04 09:00:00,chili,seedling,72.5,79.2,24.9,0
2026-07-04 10:00:00,chili,flowering,70.2,68.3,29.5,0
2026-07-04 11:00:00,chili,vegetative,68.4,68.3,31.3,0
2026-07-04 12:00:00,chili,fruiting,71.8,62.8,31.8,0
2026-07-04 13:00:00,chili,fruiting,69.2,69.3,30.5,0
2026-07-04 14:00:00,chili,fruiting,68.1,62.3,33.2,0
2026-07-04 15:00:00,chili,flowering,65.4,68.3,33.9,0
2026-07-04 16:00:00,chili,flowering,64.5,58.4,35.0,0
2026-07-04 17:00:00,chili,fruiting,59.1,59.9,31.1,1
2026-07-04 18:00:00,chili,flowering,68.1,70.4,32.4,0
2026-07-04 19:00:00,chili,flowering,65.8,72.2,29.8,0
2026-07-04 20:00:00,chili,flowering,61.8,82.0,28.2,1
2026-07-04 21:00:00,chili,fruiting,74.3,73.8,26.7,0
2026-07-04 22:00:00,chili,seedling,71.6,94.8,24.9,0
2026-07-04 23:00:00,chili,flowering,72.1,85.9,23.8,0
2026-07-05 00:00:00,chili,vegetative,71.2,85.0,22.1,0
2026-07-05 01:00:00,chili,flowering,69.8,98.0,20.1,0
2026-07-05 02:00:00,chili,vegetative,64.0,98.0,20.8,0
2026-07-05 03:00:00,chili,fruiting,63.1,98.0,19.7,0
2026-07-05 04:00:00,chili,fruiting,62.9,78.9,22.6,0
2026-07-05 05:00:00,chili,fruiting,60.3,90.1,21.8,0
2026-07-05 06:00:00,chili,flowering,58.4,91.8,25.3,0
2026-07-05 07:00:00,chili,flowering,55.5,93.4,23.8,1
2026-07-05 08:00:00,chili,seedling,61.9,86.4,25.5,0
2026-07-05 09:00:00,chili,fruiting,58.0,76.8,29.0,0
2026-07-05 10:00:00,chili,vegetative,55.2,74.2,29.4,0
2026-07-05 11:00:00,chili,flowering,56.9,74.6,30.1,0
2026-07-05 12:00:00,chili,vegetative,55.4,64.9,31.4,0
2026-07-05 13:00:00,chili,seedling,56.1,71.1,31.2,0
2026-07-05 14:00:00,chili,fruiting,54.5,53.4,33.0,0
2026-07-05 15:00:00,chili,flowering,51.9,77.6,30.7,0
2026-07-05 16:00:00,chili,flowering,51.6,55.2,33.9,1
2026-07-05 17:00:00,chili,fruiting,64.6,67.9,32.6,0
2026-07-05 18:00:00,chili,flowering,62.5,69.2,30.7,0
2026-07-05 19:00:00,chili,fruiting,61.7,66.1,30.1,1
2026-07-05 20:00:00,chili,fruiting,76.6,73.9,28.8,0
2026-07-05 21:00:00,chili,flowering,73.2,78.4,27.5,0
2026-07-05 22:00:00,chili,seedling,69.5,83.1,25.2,0
2026-07-05 23:00:00,chili,vegetative,73.8,87.5,23.9,0
2026-07-06 00:00:00,chili,seedling,75.2,97.6,22.0,0
2026-07-06 01:00:00,chili,flowering,76.7,89.6,21.6,0
2026-07-06 02:00:00,chili,seedling,75.9,95.7,21.5,0
2026-07-06 03:00:00,chili,flowering,75.7,85.5,21.3,0
2026-07-06 04:00:00,chili,seedling,73.3,86.6,22.6,0
2026-07-06 05:00:00,chili,vegetative,69.0,83.5,22.5,0
2026-07-06 06:00:00,chili,fruiting,65.8,85.0,24.2,0
2026-07-06 07:00:00,chili,flowering,65.7,87.9,23.8,0
2026-07-06 08:00:00,chili,flowering,64.7,89.4,24.0,1
2026-07-06 09:00:00,chili,seedling,75.6,92.0,24.6,0
2026-07-06 10:00:00,chili,fruiting,74.7,74.7,26.6,0
2026-07-06 11:00:00,chili,seedling,77.1,71.8,28.1,0
2026-07-06 12:00:00,chili,seedling,73.2,71.5,29.9,0
2026-07-06 13:00:00,chili,flowering,73.9,57.0,32.8,0
2026-07-06 14:00:00,chili,flowering,68.5,48.5,33.8,0
2026-07-06 15:00:00,chili,vegetative,67.3,68.5,33.9,0
2026-07-06 16:00:00,chili,vegetative,66.4,62.6,34.4,0
2026-07-06 17:00:00,chili,flowering,63.1,66.7,31.2,0
2026-07-06 18:00:00,chili,fruiting,61.7,72.0,30.4,1
2026-07-06 19:00:00,chili,vegetative,77.6,61.7,32.3,0
2026-07-06 20:00:00,chili,vegetative,78.1,69.1,29.1,0
2026-07-06 21:00:00,chili,fruiting,76.2,80.3,27.0,0
2026-07-06 22:00:00,chili,vegetative,75.4,79.5,26.3,0
2026-07-06 23:00:00,chili,fruiting,76.0,86.6,23.4,0
2026-07-07 00:00:00,chili,fruiting,81.1,98.0,20.9,0
2026-07-07 01:00:00,chili,fruiting,78.3,90.3,21.0,0
2026-07-07 02:00:00,chili,flowering,78.5,86.0,21.1,0
2026-07-07 03:00:00,chili,flowering,75.5,94.5,20.1,0
2026-07-07 04:00:00,chili,vegetative,78.6,98.0,18.4,0
2026-07-07 05:00:00,chili,seedling,77.8,83.5,21.3,0
2026-07-07 06:00:00,chili,fruiting,75.0,89.0,22.0,0
2026-07-07 07:00:00,chili,seedling,73.0,74.6,23.7,0
2026-07-07 08:00:00,chili,fruiting,76.8,88.9,26.1,0
2026-07-07 09:00:00,chili,seedling,76.1,81.1,30.9,0
2026-07-07 10:00:00,chili,flowering,73.7,79.8,27.6,0
2026-07-07 11:00:00,chili,flowering,71.1,74.8,33.6,0
2026-07-07 12:00:00,chili,vegetative,67.1,63.6,33.7,0
2026-07-07 13:00:00,chili,seedling,67.1,53.7,33.8,0
2026-07-07 14:00:00,chili,vegetative,65.4,70.1,33.3,0
2026-07-07 15:00:00,chili,vegetative,62.1,57.0,33.7,0
2026-07-07 16:00:00,chili,fruiting,61.0,78.3,33.0,0
2026-07-07 17:00:00,chili,seedling,61.1,60.1,33.0,1
2026-07-07 18:00:00,chili,vegetative,70.7,70.1,31.1,0
2026-07-07 19:00:00,chili,fruiting,68.4,79.1,30.6,0
2026-07-07 20:00:00,chili,flowering,65.8,85.2,28.5,0
2026-07-07 21:00:00,chili,fruiting,63.0,90.7,28.3,0
2026-07-07 22:00:00,chili,flowering,56.2,80.5,26.6,0
2026-07-07 23:00:00,chili,seedling,58.9,96.5,23.1,0
2026-07-08 00:00:00,chili,seedling,57.2,98.0,21.5,0
2026-07-08 01:00:00,chili,seedling,54.5,98.0,19.2,0
2026-07-08 02:00:00,chili,seedling,55.9,78.2,20.4,0
2026-07-08 03:00:00,chili,fruiting,51.0,78.1,22.1,0
2026-07-08 04:00:00,chili,flowering,51.4,97.4,21.7,0
2026-07-08 05:00:00,chili,fruiting,53.0,91.5,22.2,0
2026-07-08 06:00:00,chili,vegetative,51.7,88.7,21.2,1
2026-07-08 07:00:00,chili,seedling,61.6,81.1,26.1,0
2026-07-08 08:00:00,chili,flowering,58.3,81.3,26.2,0
2026-07-08 09:00:00,chili,seedling,57.4,83.9,25.4,0
2026-07-08 10:00:00,chili,seedling,56.1,70.7,28.6,0
2026-07-08 11:00:00,chili,flowering,56.0,74.0,30.2,0
2026-07-08 12:00:00,chili,fruiting,59.2,63.3,33.5,0
2026-07-08 13:00:00,chili,fruiting,56.4,65.0,31.5,0
2026-07-08 14:00:00,chili,flowering,56.6,82.6,30.5,0
2026-07-08 15:00:00,chili,fruiting,60.0,64.1,30.6,0
2026-07-08 16:00:00,chili,fruiting,55.7,64.5,34.7,1
2026-07-08 17:00:00,chili,fruiting,63.3,54.2,32.4,1
2026-07-08 18:00:00,chili,flowering,69.5,81.1,31.1,0
2026-07-08 19:00:00,chili,fruiting,65.2,66.4,28.8,0
2026-07-08 20:00:00,chili,flowering,67.1,74.6,28.4,0
2026-07-08 21:00:00,chili,flowering,65.9,85.2,26.1,0
2026-07-08 22:00:00,chili,seedling,65.9,81.5,23.2,0
2026-07-08 23:00:00,chili,seedling,62.6,81.5,25.1,0
2026-07-09 00:00:00,chili,vegetative,60.3,82.2,24.0,0
2026-07-09 01:00:00,chili,flowering,54.2,91.2,22.5,0
2026-07-09 02:00:00,chili,vegetative,52.4,85.9,21.8,0
2026-07-09 03:00:00,chili,seedling,49.0,94.2,19.6,1
2026-07-09 04:00:00,chili,flowering,60.2,91.4,24.1,0
2026-07-09 05:00:00,chili,vegetative,60.4,95.2,22.1,0
2026-07-09 06:00:00,chili,fruiting,59.7,87.4,22.7,0
2026-07-09 07:00:00,chili,flowering,59.8,86.7,23.1,0
2026-07-09 08:00:00,chili,vegetative,59.0,90.7,25.8,0
2026-07-09 09:00:00,chili,vegetative,56.3,64.9,27.8,1
2026-07-09 10:00:00,chili,vegetative,69.4,70.4,31.0,0
2026-07-09 11:00:00,chili,seedling,66.6,80.4,29.5,0
2026-07-09 12:00:00,chili,flowering,67.5,79.3,32.0,0
2026-07-09 13:00:00,chili,flowering,64.5,81.0,31.2,0
2026-07-09 14:00:00,chili,fruiting,62.3,61.9,32.7,0
2026-07-09 15:00:00,chili,seedling,60.4,78.8,31.3,0
2026-07-09 16:00:00,chili,vegetative,55.5,79.0,31.9,1
2026-07-09 17:00:00,chili,flowering,66.5,60.0,33.0,0
2026-07-09 18:00:00,chili,flowering,64.9,59.4,33.5,0
2026-07-09 19:00:00,chili,vegetative,65.7,76.7,29.8,1
2026-07-09 20:00:00,chili,flowering,71.2,83.8,26.9,0
2026-07-09 21:00:00,chili,vegetative,69.4,64.8,27.7,0
2026-07-09 22:00:00,chili,vegetative,66.4,78.9,26.6,0
2026-07-09 23:00:00,chili,seedling,66.2,88.6,23.7,0
2026-07-10 00:00:00,chili,seedling,63.2,98.0,22.5,0
2026-07-10 01:00:00,chili,vegetative,62.9,76.5,23.7,0
2026-07-10 02:00:00,chili,vegetative,64.5,97.1,20.0,0
2026-07-10 03:00:00,chili,fruiting,61.7,92.5,21.4,0
2026-07-10 04:00:00,chili,vegetative,57.3,95.1,21.8,0
2026-07-10 05:00:00,chili,vegetative,53.8,98.0,22.5,0
2026-07-10 06:00:00,chili,seedling,47.7,88.8,23.2,1
2026-07-10 07:00:00,chili,vegetative,59.4,92.9,25.0,0
2026-07-10 08:00:00,chili,fruiting,54.5,82.5,25.2,0
2026-07-10 09:00:00,chili,seedling,52.7,82.2,29.3,1
2026-07-10 10:00:00,chili,vegetative,67.4,86.4,28.5,0
2026-07-10 11:00:00,chili,vegetative,65.0,69.4,31.9,0
2026-07-10 12:00:00,chili,fruiting,64.2,62.5,32.0,0
2026-07-10 13:00:00,chili,seedling,59.7,76.9,29.8,0
2026-07-10 14:00:00,chili,fruiting,57.8,69.5,30.7,0
2026-07-10 15:00:00,chili,fruiting,57.2,71.2,32.1,0
2026-07-10 16:00:00,chili,fruiting,53.1,70.7,32.4,1
2026-07-10 17:00:00,chili,vegetative,61.5,54.1,33.0,0
2026-07-10 18:00:00,chili,vegetative,60.3,66.5,30.4,1
2026-07-10 19:00:00,chili,vegetative,71.2,75.7,28.3,0
2026-07-10 20:00:00,chili,fruiting,67.6,71.2,30.2,0
2026-07-10 21:00:00,chili,seedling,64.7,76.5,27.8,0
2026-07-10 22:00:00,chili,fruiting,64.6,80.0,23.7,0
2026-07-10 23:00:00,chili,vegetative,61.6,83.9,22.7,0
2026-07-11 00:00:00,chili,fruiting,58.8,98.0,23.5,0
2026-07-11 01:00:00,chili,fruiting,55.7,92.6,23.8,0
2026-07-11 02:00:00,chili,seedling,54.9,91.4,23.2,0
2026-07-11 03:00:00,chili,seedling,52.7,94.7,21.0,0
2026-07-11 04:00:00,chili,vegetative,53.7,98.0,20.5,0
2026-07-11 05:00:00,chili,seedling,54.1,98.0,21.6,1
2026-07-11 06:00:00,chili,fruiting,61.7,78.8,24.1,0
2026-07-11 07:00:00,chili,flowering,58.8,90.5,23.4,0
2026-07-11 08:00:00,chili,flowering,58.3,85.9,24.4,1
2026-07-11 09:00:00,chili,fruiting,70.7,71.4,28.6,0
2026-07-11 10:00:00,chili,flowering,72.7,89.9,29.6,0
2026-07-11 11:00:00,chili,flowering,69.5,65.8,31.9,0
2026-07-11 12:00:00,chili,fruiting,67.7,66.1,31.7,0
2026-07-11 13:00:00,chili,vegetative,64.4,63.6,33.0,0
2026-07-11 14:00:00,chili,vegetative,64.3,55.2,31.7,0
2026-07-11 15:00:00,chili,flowering,63.4,60.1,31.4,0
2026-07-11 16:00:00,chili,vegetative,59.2,65.4,32.2,1
2026-07-11 17:00:00,chili,seedling,72.3,73.4,32.4,0
2026-07-11 18:00:00,chili,flowering,70.3,67.5,31.8,0
2026-07-11 19:00:00,chili,fruiting,71.3,67.8,28.3,0
2026-07-11 20:00:00,chili,vegetative,69.6,68.5,29.9,0
2026-07-11 21:00:00,chili,vegetative,70.9,79.7,28.5,0
2026-07-11 22:00:00,chili,vegetative,70.7,84.3,25.7,0
2026-07-11 23:00:00,chili,seedling,71.4,97.5,24.8,0
2026-07-12 00:00:00,chili,fruiting,71.2,84.7,24.4,0
2026-07-12 01:00:00,chili,vegetative,71.9,92.7,21.7,0
2026-07-12 02:00:00,chili,flowering,67.8,98.0,23.5,0
2026-07-12 03:00:00,chili,flowering,69.4,83.9,20.6,0
2026-07-12 04:00:00,chili,vegetative,72.1,78.9,19.9,0
2026-07-12 05:00:00,chili,vegetative,72.0,84.8,23.0,0
2026-07-12 06:00:00,chili,flowering,71.3,70.5,23.0,0
2026-07-12 07:00:00,chili,seedling,68.5,75.7,26.0,0
2026-07-12 08:00:00,chili,fruiting,65.8,77.7,25.7,0
2026-07-12 09:00:00,chili,fruiting,65.5,86.4,26.1,0
2026-07-12 10:00:00,chili,seedling,65.0,83.8,28.0,0
2026-07-12 11:00:00,chili,flowering,66.2,78.1,32.3,0
2026-07-12 12:00:00,chili,vegetative,66.3,74.8,31.9,0
2026-07-12 13:00:00,chili,vegetative,65.4,81.3,30.6,0
2026-07-12 14:00:00,chili,vegetative,65.6,66.5,33.6,0
2026-07-12 15:00:00,chili,flowering,63.3,79.6,30.2,0
2026-07-12 16:00:00,chili,flowering,58.3,68.4,31.6,1
2026-07-12 17:00:00,chili,seedling,69.7,63.5,31.9,0
2026-07-12 18:00:00,chili,seedling,65.9,67.1,33.2,1
2026-07-12 19:00:00,chili,flowering,81.5,79.8,27.7,0
2026-07-12 20:00:00,chili,flowering,83.1,68.3,29.9,0
2026-07-12 21:00:00,chili,flowering,84.0,79.1,28.3,0
2026-07-12 22:00:00,chili,vegetative,82.0,80.4,25.9,0
2026-07-12 23:00:00,chili,fruiting,78.8,96.7,22.9,0
2026-07-13 00:00:00,chili,flowering,78.9,86.6,23.6,0
2026-07-13 01:00:00,chili,fruiting,72.9,94.0,23.1,0
2026-07-13 02:00:00,chili,vegetative,70.3,91.5,20.7,0
2026-07-13 03:00:00,chili,seedling,68.3,83.8,21.2,0
2026-07-13 04:00:00,chili,vegetative,65.8,98.0,18.4,0
2026-07-13 05:00:00,chili,vegetative,61.8,98.0,20.0,0
2026-07-13 06:00:00,chili,seedling,61.2,98.0,22.6,0
2026-07-13 07:00:00,chili,vegetative,59.9,87.8,24.2,0
2026-07-13 08:00:00,chili,seedling,60.0,95.6,24.7,0
2026-07-13 09:00:00,chili,fruiting,60.5,69.2,28.0,0
2026-07-13 10:00:00,chili,fruiting,57.3,73.0,30.4,0
2026-07-13 11:00:00,chili,fruiting,53.3,59.1,30.2,0
2026-07-13 12:00:00,chili,fruiting,53.5,67.9,32.9,1
2026-07-13 13:00:00,chili,vegetative,72.7,58.3,31.2,0
2026-07-13 14:00:00,chili,vegetative,74.1,67.1,34.2,0
2026-07-13 15:00:00,chili,fruiting,72.0,68.2,33.5,0
2026-07-13 16:00:00,chili,flowering,71.1,60.0,31.4,0
2026-07-13 17:00:00,chili,fruiting,71.0,82.4,30.4,0
2026-07-13 18:00:00,chili,fruiting,74.8,68.9,30.0,0
2026-07-13 19:00:00,chili,fruiting,72.4,60.7,31.8,0
2026-07-13 20:00:00,chili,vegetative,71.6,82.3,27.6,0
2026-07-13 21:00:00,chili,fruiting,72.6,66.0,28.0,0
2026-07-13 22:00:00,chili,vegetative,72.1,78.8,25.7,0
2026-07-13 23:00:00,chili,fruiting,72.9,96.6,24.4,0
2026-07-14 00:00:00,chili,seedling,72.0,79.1,22.9,0
2026-07-14 01:00:00,chili,fruiting,71.1,96.2,20.4,0
2026-07-14 02:00:00,chili,flowering,71.2,98.0,21.5,0
2026-07-14 03:00:00,chili,vegetative,70.5,85.4,21.2,0
2026-07-14 04:00:00,chili,vegetative,69.2,79.9,22.0,0
2026-07-14 05:00:00,chili,vegetative,66.5,97.2,21.7,0
2026-07-14 06:00:00,chili,seedling,62.6,94.0,23.6,0
2026-07-14 07:00:00,chili,fruiting,60.7,95.1,25.1,1
2026-07-14 08:00:00,chili,seedling,65.4,86.4,26.9,0
2026-07-14 09:00:00,chili,fruiting,66.5,76.6,26.4,0
2026-07-14 10:00:00,chili,fruiting,64.4,86.8,26.7,0
2026-07-14 11:00:00,chili,flowering,63.3,66.8,29.6,0
2026-07-14 12:00:00,chili,fruiting,64.8,66.5,31.5,0
2026-07-14 13:00:00,chili,fruiting,63.3,77.5,32.2,0
2026-07-14 14:00:00,chili,fruiting,65.8,69.4,32.9,0
2026-07-14 15:00:00,chili,flowering,60.8,65.7,33.4,0
2026-07-14 16:00:00,chili,fruiting,59.1,64.6,33.7,1
2026-07-14 17:00:00,chili,seedling,66.4,70.4,34.4,0
2026-07-14 18:00:00,chili,fruiting,64.6,60.9,31.1,0
2026-07-14 19:00:00,chili,flowering,67.0,78.4,28.6,0
2026-07-14 20:00:00,chili,seedling,69.6,86.0,26.7,0
2026-07-14 21:00:00,chili,vegetative,68.8,72.1,28.2,0
2026-07-14 22:00:00,chili,seedling,68.3,87.8,25.2,0
2026-07-14 23:00:00,chili,fruiting,66.4,98.0,23.9,0
2026-07-15 00:00:00,chili,fruiting,63.8,96.9,21.2,0
2026-07-15 01:00:00,chili,vegetative,64.8,83.0,21.5,0
2026-07-15 02:00:00,chili,fruiting,65.7,98.0,20.7,0
2026-07-15 03:00:00,chili,vegetative,62.0,95.0,21.8,0
2026-07-15 04:00:00,chili,vegetative,60.0,83.3,23.2,0
2026-07-15 05:00:00,chili,seedling,58.7,98.0,19.7,0
2026-07-15 06:00:00,chili,flowering,58.8,96.1,23.3,0
2026-07-15 07:00:00,chili,flowering,61.2,97.9,21.3,0
2026-07-15 08:00:00,chili,fruiting,63.2,77.5,26.6,0
2026-07-15 09:00:00,chili,seedling,63.5,65.5,28.4,0
2026-07-15 10:00:00,chili,seedling,62.0,75.3,29.1,0
2026-07-15 11:00:00,chili,fruiting,58.8,78.2,29.0,0
2026-07-15 12:00:00,chili,flowering,56.2,51.2,33.0,0
2026-07-15 13:00:00,chili,seedling,55.0,64.3,33.9,1
2026-07-15 14:00:00,chili,seedling,68.4,60.0,33.0,0
2026-07-15 15:00:00,chili,flowering,63.5,69.0,31.3,0
2026-07-15 16:00:00,chili,vegetative,60.1,62.8,32.5,0
2026-07-15 17:00:00,chili,vegetative,59.4,70.5,30.6,0
2026-07-15 18:00:00,chili,flowering,59.6,70.3,30.4,0
2026-07-15 19:00:00,chili,seedling,59.7,77.8,28.6,0
2026-07-15 20:00:00,chili,seedling,55.7,82.4,28.4,0
2026-07-15 21:00:00,chili,flowering,52.7,70.4,27.2,0
2026-07-15 22:00:00,chili,vegetative,55.3,90.2,25.0,0
2026-07-15 23:00:00,chili,flowering,51.7,80.4,24.1,0
2026-07-16 00:00:00,chili,seedling,50.4,93.1,21.7,0
2026-07-16 01:00:00,chili,seedling,47.5,96.3,20.4,0
2026-07-16 02:00:00,chili,vegetative,47.0,98.0,21.6,0
2026-07-16 03:00:00,chili,flowering,46.6,95.5,21.1,0
2026-07-16 04:00:00,chili,fruiting,44.0,86.7,20.4,0
2026-07-16 05:00:00,chili,seedling,45.8,92.4,20.0,0
2026-07-16 06:00:00,chili,seedling,44.9,87.1,22.7,1
2026-07-16 07:00:00,chili,flowering,57.8,90.0,24.2,0
2026-07-16 08:00:00,chili,vegetative,57.8,97.0,25.4,0
2026-07-16 09:00:00,chili,seedling,55.8,95.2,26.1,1
2026-07-16 10:00:00,chili,fruiting,69.6,88.5,27.2,0
2026-07-16 11:00:00,chili,fruiting,69.1,79.6,28.9,0
2026-07-16 12:00:00,chili,flowering,69.1,80.0,33.1,0
2026-07-16 13:00:00,chili,fruiting,62.8,67.6,32.5,0
2026-07-16 14:00:00,chili,vegetative,61.1,69.9,34.3,0
2026-07-16 15:00:00,chili,flowering,57.3,58.0,34.0,0
2026-07-16 16:00:00,chili,seedling,55.7,60.8,31.0,0
2026-07-16 17:00:00,chili,flowering,57.8,72.8,29.9,1
2026-07-16 18:00:00,chili,fruiting,68.5,61.1,30.2,0
2026-07-16 19:00:00,chili,vegetative,67.6,71.1,31.4,0
2026-07-16 20:00:00,chili,seedling,68.9,77.2,29.3,0
2026-07-16 21:00:00,chili,flowering,63.9,66.0,27.7,0
2026-07-16 22:00:00,chili,vegetative,60.8,88.1,24.6,0
2026-07-16 23:00:00,chili,fruiting,58.0,89.5,24.4,0
2026-07-17 00:00:00,chili,vegetative,56.5,89.3,23.0,0
2026-07-17 01:00:00,chili,seedling,55.0,98.0,19.1,0
2026-07-17 02:00:00,chili,vegetative,51.8,88.7,20.6,0
2026-07-17 03:00:00,chili,fruiting,50.2,88.1,21.5,0
2026-07-17 04:00:00,chili,flowering,48.4,98.0,21.3,0
2026-07-17 05:00:00,chili,seedling,48.6,91.0,23.3,0
2026-07-17 06:00:00,chili,flowering,43.7,72.6,24.5,1
2026-07-17 07:00:00,chili,vegetative,51.9,91.6,25.1,0
2026-07-17 08:00:00,chili,flowering,53.2,73.2,26.7,1
2026-07-17 09:00:00,chili,flowering,66.1,70.5,28.0,0
2026-07-17 10:00:00,chili,seedling,63.1,81.6,27.0,0
2026-07-17 11:00:00,chili,vegetative,62.8,63.2,29.5,0
2026-07-17 12:00:00,chili,fruiting,63.2,68.6,30.8,0
2026-07-17 13:00:00,chili,vegetative,61.4,59.6,33.6,0
2026-07-17 14:00:00,chili,vegetative,59.7,71.4,31.8,0
2026-07-17 15:00:00,chili,seedling,56.4,55.8,34.2,1
2026-07-17 16:00:00,chili,flowering,62.1,60.0,32.9,0
2026-07-17 17:00:00,chili,vegetative,61.6,63.0,30.9,0
2026-07-17 18:00:00,chili,seedling,60.2,65.8,33.5,0
2026-07-17 19:00:00,chili,seedling,59.0,84.1,29.5,0
2026-07-17 20:00:00,chili,flowering,53.3,84.1,28.6,1
2026-07-17 21:00:00,chili,fruiting,65.1,93.4,26.5,0
2026-07-17 22:00:00,chili,flowering,61.6,96.3,23.5,0
2026-07-17 23:00:00,chili,flowering,60.0,90.1,23.7,0
2026-07-18 00:00:00,chili,vegetative,60.7,93.7,22.0,0
